outlet,Date,Attribute,Value,Day Name,Brand,Month,Channel
Carrefour Trm,12/04/2025,Acnes Soothing Toner,2,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,12/04/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,12/04/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,12/04/2025,Acnes C10,1,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,12/04/2025,Acnes Soothing Toner,1,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,12/04/2025,Acnes Sealing Gel,2,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,12/04/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,12/04/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,12/04/2025,Acnes Moisturiser,2,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,12/04/2025,Acnes Scar Care,1,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,12/04/2025,Acnes Multi Vimani Cleanser,3,Saturday,Acnes ,April,Carrefour 
True Cosmetics,15/04/2025,Melano Cc Moistruriser,4,Tuesday,Melano ,April,True 
True Cosmetics,15/04/2025,Melano Cc Spot Essence,3,Tuesday,Melano ,April,True 
Goodlife Sarova,15/04/2025,Melano Cc Moistruriser,7,Tuesday,Melano ,April,Goodlife 
Goodlife Sarova,15/04/2025,Melano Cc Sheet Mask,10,Tuesday,Melano ,April,Goodlife 
Goodlife Sarova,15/04/2025,Melano Cc Spot Essence,7,Tuesday,Melano ,April,Goodlife 
True Cosmetics,16/04/2025,Melano Cc Moistruriser,4,Wednesday,Melano ,April,True 
True Cosmetics,16/04/2025,Melano Cc Sheet Mask,5,Wednesday,Melano ,April,True 
True Cosmetics,16/04/2025,Melano Cc Spot Essence,3,Wednesday,Melano ,April,True 
Goodlife Sarova,16/04/2025,Melano Cc Moistruriser,4,Wednesday,Melano ,April,Goodlife 
Goodlife Sarova,16/04/2025,Melano Cc Sheet Mask,4,Wednesday,Melano ,April,Goodlife 
Goodlife Sarova,16/04/2025,Melano Cc Spot Essence,5,Wednesday,Melano ,April,Goodlife 
Goodlife Hilton,17/04/2025,Melano Cc Moistruriser,2,Thursday,Melano ,April,Goodlife 
Goodlife Hilton,17/04/2025,Melano Cc Spot Essence,2,Thursday,Melano ,April,Goodlife 
Goodlife Sarova,17/04/2025,Melano Cc Moistruriser,2,Thursday,Melano ,April,Goodlife 
Goodlife Sarova,17/04/2025,Melano Cc Sheet Mask,2,Thursday,Melano ,April,Goodlife 
Goodlife Sarova,17/04/2025,Melano Cc Spot Essence,3,Thursday,Melano ,April,Goodlife 
Carrefour Sarit,18/04/2025,Melano Cc Moistruriser,1,Friday,Melano ,April,Carrefour 
Carrefour Sarit,18/04/2025,Melano Cc Sheet Mask,19,Friday,Melano ,April,Carrefour 
Carrefour Sarit,18/04/2025,Melano Cc Spot Essence,3,Friday,Melano ,April,Carrefour 
Naivas Capital,18/04/2025,Melano Cc Moistruriser,1,Friday,Melano ,April,Naivas 
Naivas Capital,18/04/2025,Melano Cc Sheet Mask,1,Friday,Melano ,April,Naivas 
Naivas Capital,18/04/2025,Melano Cc Spot Essence,6,Friday,Melano ,April,Naivas 
Carrefour Mega,18/04/2025,Melano Cc Moistruriser,5,Friday,Melano ,April,Carrefour 
Carrefour Mega,18/04/2025,Melano Cc Sheet Mask,8,Friday,Melano ,April,Carrefour 
Carrefour Mega,18/04/2025,Melano Cc Spot Essence,6,Friday,Melano ,April,Carrefour 
True Cosmetics,18/04/2025,Melano Cc Moistruriser,7,Friday,Melano ,April,True 
True Cosmetics,18/04/2025,Melano Cc Sheet Mask,7,Friday,Melano ,April,True 
True Cosmetics,18/04/2025,Melano Cc Spot Essence,2,Friday,Melano ,April,True 
Naivas Westside,18/04/2025,Melano Cc Moistruriser,2,Friday,Melano ,April,Naivas 
Naivas Westside,18/04/2025,Melano Cc Sheet Mask,3,Friday,Melano ,April,Naivas 
Naivas Westside,18/04/2025,Melano Cc Spot Essence,2,Friday,Melano ,April,Naivas 
Carrefour Mega,19/04/2025,Melano Cc Moistruriser,4,Saturday,Melano ,April,Carrefour 
Carrefour Mega,19/04/2025,Melano Cc Sheet Mask,5,Saturday,Melano ,April,Carrefour 
Carrefour Mega,19/04/2025,Melano Cc Spot Essence,4,Saturday,Melano ,April,Carrefour 
Carrefour Junction,19/04/2025,Melano Cc Moistruriser,4,Saturday,Melano ,April,Carrefour 
Carrefour Junction,19/04/2025,Melano Cc Sheet Mask,6,Saturday,Melano ,April,Carrefour 
Carrefour Junction,19/04/2025,Melano Cc Spot Essence,3,Saturday,Melano ,April,Carrefour 
Naivas Greenspan,19/04/2025,Melano Cc Moistruriser,2,Saturday,Melano ,April,Naivas 
Naivas Greenspan,19/04/2025,Melano Cc Sheet Mask,3,Saturday,Melano ,April,Naivas 
Naivas Greenspan,19/04/2025,Melano Cc Spot Essence,2,Saturday,Melano ,April,Naivas 
Naivas Capital,19/04/2025,Melano Cc Moistruriser,1,Saturday,Melano ,April,Naivas 
Naivas Capital,19/04/2025,Melano Cc Sheet Mask,3,Saturday,Melano ,April,Naivas 
Naivas Capital,19/04/2025,Melano Cc Spot Essence,2,Saturday,Melano ,April,Naivas 
Carrefour Galleria,19/04/2025,Melano Cc Moistruriser,2,Saturday,Melano ,April,Carrefour 
Carrefour Galleria,19/04/2025,Melano Cc Sheet Mask,3,Saturday,Melano ,April,Carrefour 
Carrefour Galleria,19/04/2025,Melano Cc Spot Essence,1,Saturday,Melano ,April,Carrefour 
True Cosmetics Sarit,19/04/2025,Melano Cc Moistruriser,2,Saturday,Melano ,April,True 
True Cosmetics Sarit,19/04/2025,Melano Cc Sheet Mask,9,Saturday,Melano ,April,True 
True Cosmetics Sarit,19/04/2025,Melano Cc Spot Essence,6,Saturday,Melano ,April,True 
Carrefour Hub,19/04/2025,Melano Cc Moistruriser,3,Saturday,Melano ,April,Carrefour 
Carrefour Hub,19/04/2025,Melano Cc Spot Essence,2,Saturday,Melano ,April,Carrefour 
Naivas Westside,19/04/2025,Melano Cc Sheet Mask,1,Saturday,Melano ,April,Naivas 
Naivas Westside,19/04/2025,Melano Cc Spot Essence,4,Saturday,Melano ,April,Naivas 
Naivas Simba,19/04/2025,Melano Cc Sheet Mask,5,Saturday,Melano ,April,Naivas 
Naivas Simba,19/04/2025,Melano Cc Spot Essence,3,Saturday,Melano ,April,Naivas 
Naivas Imara,19/04/2025,Melano Cc Sheet Mask,3,Saturday,Melano ,April,Naivas 
Naivas Imara,19/04/2025,Melano Cc Spot Essence,2,Saturday,Melano ,April,Naivas 
Naivas Simba,20/04/2025,Melano Cc Moistruriser,2,Sunday,Melano ,April,Naivas 
Naivas Simba,20/04/2025,Melano Cc Sheet Mask,4,Sunday,Melano ,April,Naivas 
Naivas Simba,20/04/2025,Melano Cc Spot Essence,2,Sunday,Melano ,April,Naivas 
Carrefour Junction,20/04/2025,Melano Cc Moistruriser,1,Sunday,Melano ,April,Carrefour 
Carrefour Junction,20/04/2025,Melano Cc Sheet Mask,4,Sunday,Melano ,April,Carrefour 
Carrefour Junction,20/04/2025,Melano Cc Spot Essence,3,Sunday,Melano ,April,Carrefour 
Naivas Imara,20/04/2025,Melano Cc Moistruriser,1,Sunday,Melano ,April,Naivas 
Naivas Imara,20/04/2025,Melano Cc Sheet Mask,1,Sunday,Melano ,April,Naivas 
Naivas Imara,20/04/2025,Melano Cc Spot Essence,1,Sunday,Melano ,April,Naivas 
Carrefour Hub,20/04/2025,Melano Cc Moistruriser,3,Sunday,Melano ,April,Carrefour 
Carrefour Hub,20/04/2025,Melano Cc Spot Essence,3,Sunday,Melano ,April,Carrefour 
Carrefour Mega,20/04/2025,Melano Cc Moistruriser,8,Sunday,Melano ,April,Carrefour 
Carrefour Mega,20/04/2025,Melano Cc Sheet Mask,6,Sunday,Melano ,April,Carrefour 
Carrefour Mega,20/04/2025,Melano Cc Spot Essence,6,Sunday,Melano ,April,Carrefour 
Naivas Greenspan,20/04/2025,Melano Cc Moistruriser,2,Sunday,Melano ,April,Naivas 
Naivas Greenspan,20/04/2025,Melano Cc Sheet Mask,4,Sunday,Melano ,April,Naivas 
Naivas Greenspan,20/04/2025,Melano Cc Spot Essence,1,Sunday,Melano ,April,Naivas 
Carrefour Galleria,20/04/2025,Melano Cc Moistruriser,1,Sunday,Melano ,April,Carrefour 
Carrefour Galleria,20/04/2025,Melano Cc Spot Essence,2,Sunday,Melano ,April,Carrefour 
Naivas Westlands,18/04/2025,Acnes Creamy Wash 50G,1,Friday,Acnes ,April,Naivas 
Naivas Westlands,18/04/2025,Acnes Mentholatum Bar Soap,4,Friday,Acnes ,April,Naivas 
Naivas Westlands,18/04/2025,Acnes Moisturiser,2,Friday,Acnes ,April,Naivas 
Naivas Westlands,18/04/2025,Acnes Scar Care,2,Friday,Acnes ,April,Naivas 
Naivas Westlands,18/04/2025,Acnes Care Kit,1,Friday,Acnes ,April,Naivas 
Naivas Moi Avenue,18/04/2025,Acnes Creamy Was 100G,2,Friday,Acnes ,April,Naivas 
Naivas Moi Avenue,18/04/2025,Acnes Creamy Wash 50G,1,Friday,Acnes ,April,Naivas 
Naivas Moi Avenue,18/04/2025,Acnes Mentholatum Bar Soap,4,Friday,Acnes ,April,Naivas 
Naivas Moi Avenue,18/04/2025,Acnes Moisturiser,1,Friday,Acnes ,April,Naivas 
Naivas Moi Avenue,18/04/2025,Acnes Scar Care,2,Friday,Acnes ,April,Naivas 
Naivas Moi Avenue,18/04/2025,Acnes Multi Vimani Cleanser,1,Friday,Acnes ,April,Naivas 
Naivas Moi Avenue,18/04/2025,Acnes Care Kit,2,Friday,Acnes ,April,Naivas 
Naivas Super Cente Machakos,19/04/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,April,Naivas 
Naivas Super Cente Machakos,19/04/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,April,Naivas 
Naivas Super Cente Machakos,19/04/2025,Acnes Moisturiser,2,Saturday,Acnes ,April,Naivas 
Naivas Super Cente Machakos,19/04/2025,Acnes Scar Care,1,Saturday,Acnes ,April,Naivas 
Naivas Super Cente Machakos,19/04/2025,Acnes Multi Vimani Cleanser,3,Saturday,Acnes ,April,Naivas 
Naivas Likoni,19/04/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,April,Naivas 
Naivas Likoni,19/04/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,April,Naivas 
Naivas Likoni,19/04/2025,Acnes Moisturiser,2,Saturday,Acnes ,April,Naivas 
Naivas Likoni,19/04/2025,Acnes Scar Care,1,Saturday,Acnes ,April,Naivas 
Naivas Likoni,19/04/2025,Acnes Care Kit,1,Saturday,Acnes ,April,Naivas 
Naivas Likoni,19/04/2025,Acnes Sealing Gel,1,Saturday,Acnes ,April,Naivas 
Naivas Moi Avvenue,19/04/2025,Acnes Creamy Was 100G,3,Saturday,Acnes ,April,Naivas 
Naivas Moi Avvenue,19/04/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,April,Naivas 
Naivas Moi Avvenue,19/04/2025,Acnes Mentholatum Bar Soap,1,Saturday,Acnes ,April,Naivas 
Naivas Moi Avvenue,19/04/2025,Acnes Moisturiser,2,Saturday,Acnes ,April,Naivas 
Naivas Moi Avvenue,19/04/2025,Acnes Scar Care,2,Saturday,Acnes ,April,Naivas 
Naivas Moi Avvenue,19/04/2025,Acnes Soothing Toner,1,Saturday,Acnes ,April,Naivas 
Naivas Moi Avvenue,19/04/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,19/04/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,19/04/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,19/04/2025,Acnes Moisturiser,2,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,19/04/2025,Acnes Scar Care,1,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,19/04/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,19/04/2025,Acnes Sealing Gel,1,Saturday,Acnes ,April,Naivas 
Naivas Gateway,19/04/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,April,Naivas 
Naivas Gateway,19/04/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,April,Naivas 
Naivas Gateway,19/04/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,April,Naivas 
Naivas Gateway,19/04/2025,Acnes Moisturiser,1,Saturday,Acnes ,April,Naivas 
Naivas Gateway,19/04/2025,Acnes C10,1,Saturday,Acnes ,April,Naivas 
Naivas Gateway,19/04/2025,Acnes Sealing Gel,3,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,19/04/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,19/04/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,19/04/2025,Acnes Moisturiser,2,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,19/04/2025,Acnes Scar Care,2,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,19/04/2025,Acnes Soothing Toner,1,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,19/04/2025,Acnes Multi Vimani Cleanser,3,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,19/04/2025,Acnes Sealing Gel,1,Saturday,Acnes ,April,Naivas 
Naivas Juja,19/04/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,April,Naivas 
Naivas Juja,19/04/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,April,Naivas 
Naivas Juja,19/04/2025,Acnes Moisturiser,1,Saturday,Acnes ,April,Naivas 
Naivas Juja,19/04/2025,Acnes Scar Care,1,Saturday,Acnes ,April,Naivas 
Naivas Juja,19/04/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,April,Naivas 
Naivas Juja,19/04/2025,Acnes Sealing Gel,1,Saturday,Acnes ,April,Naivas 
Carrefour Two Rivers,19/04/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,19/04/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,19/04/2025,Acnes Moisturiser,1,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,19/04/2025,Acnes C10,1,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,19/04/2025,Acnes Soothing Toner,1,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,19/04/2025,Acnes Multi Vimani Cleanser,3,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,19/04/2025,Acnes Sealing Gel,1,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,19/04/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,19/04/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,19/04/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,19/04/2025,Acnes Scar Care,2,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,19/04/2025,Acnes Soothing Toner,1,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,19/04/2025,Acnes Sealing Gel,1,Saturday,Acnes ,April,Carrefour 
Naivas Buruburu,20/04/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,20/04/2025,Acnes Moisturiser,1,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,20/04/2025,Acnes Scar Care,2,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,20/04/2025,Acnes Soothing Toner,1,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,20/04/2025,Acnes Multi Vimani Cleanser,2,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,20/04/2025,Acnes Care Kit,1,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,20/04/2025,Acnes Sealing Gel,1,Sunday,Acnes ,April,Naivas 
Naivas Juja,20/04/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,April,Naivas 
Naivas Juja,20/04/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,April,Naivas 
Naivas Juja,20/04/2025,Acnes Moisturiser,2,Sunday,Acnes ,April,Naivas 
Naivas Juja,20/04/2025,Acnes Scar Care,1,Sunday,Acnes ,April,Naivas 
Naivas Juja,20/04/2025,Acnes C10,1,Sunday,Acnes ,April,Naivas 
Naivas Juja,20/04/2025,Acnes Sealing Gel,1,Sunday,Acnes ,April,Naivas 
Naivas Likoni,20/04/2025,Acnes Creamy Wash 50G,2,Sunday,Acnes ,April,Naivas 
Naivas Likoni,20/04/2025,Acnes Mentholatum Bar Soap,3,Sunday,Acnes ,April,Naivas 
Naivas Likoni,20/04/2025,Acnes Moisturiser,2,Sunday,Acnes ,April,Naivas 
Naivas Likoni,20/04/2025,Acnes Scar Care,2,Sunday,Acnes ,April,Naivas 
Naivas Super Centre Machakos,20/04/2025,Acnes Creamy Wash 50G,2,Sunday,Acnes ,April,Naivas 
Naivas Super Centre Machakos,20/04/2025,Acnes Mentholatum Bar Soap,3,Sunday,Acnes ,April,Naivas 
Naivas Super Centre Machakos,20/04/2025,Acnes Moisturiser,4,Sunday,Acnes ,April,Naivas 
Naivas Super Centre Machakos,20/04/2025,Acnes Multi Vimani Cleanser,2,Sunday,Acnes ,April,Naivas 
Naivas Kitengela,20/04/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,April,Naivas 
Naivas Kitengela,20/04/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,April,Naivas 
Naivas Kitengela,20/04/2025,Acnes Moisturiser,1,Sunday,Acnes ,April,Naivas 
Naivas Kitengela,20/04/2025,Acnes Scar Care,1,Sunday,Acnes ,April,Naivas 
Naivas Kitengela,20/04/2025,Acnes Soothing Toner,1,Sunday,Acnes ,April,Naivas 
Naivas Kitengela,20/04/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,April,Naivas 
Naivas Gateway,20/04/2025,Acnes Creamy Was 100G,2,Sunday,Acnes ,April,Naivas 
Naivas Gateway,20/04/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,April,Naivas 
Naivas Gateway,20/04/2025,Acnes Moisturiser,2,Sunday,Acnes ,April,Naivas 
Naivas Gateway,20/04/2025,Acnes Scar Care,2,Sunday,Acnes ,April,Naivas 
Naivas Gateway,20/04/2025,Acnes C10,1,Sunday,Acnes ,April,Naivas 
Naivas Gateway,20/04/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,April,Naivas 
Naivas Gateway,20/04/2025,Acnes Sealing Gel,2,Sunday,Acnes ,April,Naivas 
Carrefour Rongai,20/04/2025,Acnes Creamy Wash 50G,3,Sunday,Acnes ,April,Carrefour 
Carrefour Rongai,20/04/2025,Acnes Mentholatum Bar Soap,2,Sunday,Acnes ,April,Carrefour 
Carrefour Rongai,20/04/2025,Acnes Scar Care,1,Sunday,Acnes ,April,Carrefour 
Carrefour Rongai,20/04/2025,Acnes Soothing Toner,1,Sunday,Acnes ,April,Carrefour 
Carrefour Rongai,20/04/2025,Acnes Sealing Gel,2,Sunday,Acnes ,April,Carrefour 
Carrefour Trm,20/04/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,April,Carrefour 
Carrefour Trm,20/04/2025,Acnes Scar Care,3,Sunday,Acnes ,April,Carrefour 
Carrefour Trm,20/04/2025,Acnes Soothing Toner,3,Sunday,Acnes ,April,Carrefour 
Carrefour Two Rivers,20/04/2025,Acnes Creamy Wash 50G,2,Sunday,Acnes ,April,Carrefour 
Carrefour Two Rivers,20/04/2025,Acnes Scar Care,2,Sunday,Acnes ,April,Carrefour 
Carrefour Two Rivers,20/04/2025,Acnes Soothing Toner,2,Sunday,Acnes ,April,Carrefour 
Carrefour Two Rivers,20/04/2025,Acnes Sealing Gel,1,Sunday,Acnes ,April,Carrefour 
Naivas Westlands,25/04/2025,Acnes Mentholatum Bar Soap,1,Friday,Acnes ,April,Naivas 
Naivas Westlands,25/04/2025,Acnes Moisturiser,2,Friday,Acnes ,April,Naivas 
Naivas Westlands,25/04/2025,Acnes Scar Care,2,Friday,Acnes ,April,Naivas 
Naivas Westlands,25/04/2025,Acnes Soothing Toner,1,Friday,Acnes ,April,Naivas 
Naivas Westlands,25/04/2025,Acnes Multi Vimani Cleanser,1,Friday,Acnes ,April,Naivas 
Naivas Super Cente Machakos,26/04/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,April,Naivas 
Naivas Super Cente Machakos,26/04/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,April,Naivas 
Naivas Super Cente Machakos,26/04/2025,Acnes Mentholatum Bar Soap,4,Saturday,Acnes ,April,Naivas 
Naivas Super Cente Machakos,26/04/2025,Acnes Moisturiser,2,Saturday,Acnes ,April,Naivas 
Naivas Super Cente Machakos,26/04/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,April,Naivas 
Naivas Likoni,26/04/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,April,Naivas 
Naivas Likoni,26/04/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,April,Naivas 
Naivas Likoni,26/04/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,April,Naivas 
Naivas Likoni,26/04/2025,Acnes Moisturiser,3,Saturday,Acnes ,April,Naivas 
Naivas Likoni,26/04/2025,Acnes Soothing Toner,1,Saturday,Acnes ,April,Naivas 
Naivas Likoni,26/04/2025,Acnes Sealing Gel,1,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,26/04/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,26/04/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,26/04/2025,Acnes Mentholatum Bar Soap,4,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,26/04/2025,Acnes Moisturiser,3,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,26/04/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,April,Naivas 
Naivas Kitengela,26/04/2025,Acnes Sealing Gel,1,Saturday,Acnes ,April,Naivas 
Naivas Gateway,26/04/2025,Acnes Creamy Was 100G,2,Saturday,Acnes ,April,Naivas 
Naivas Gateway,26/04/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,April,Naivas 
Naivas Gateway,26/04/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,April,Naivas 
Naivas Gateway,26/04/2025,Acnes Moisturiser,1,Saturday,Acnes ,April,Naivas 
Naivas Gateway,26/04/2025,Acnes Scar Care,1,Saturday,Acnes ,April,Naivas 
Naivas Gateway,26/04/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,April,Naivas 
Naivas Gateway,26/04/2025,Acnes Sealing Gel,2,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,26/04/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,26/04/2025,Acnes Mentholatum Bar Soap,5,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,26/04/2025,Acnes Soothing Toner,1,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,26/04/2025,Acnes Multi Vimani Cleanser,2,Saturday,Acnes ,April,Naivas 
Naivas Juja,26/04/2025,Acnes Creamy Was 100G,1,Saturday,Acnes ,April,Naivas 
Naivas Juja,26/04/2025,Acnes Moisturiser,1,Saturday,Acnes ,April,Naivas 
Naivas Juja,26/04/2025,Acnes Scar Care,1,Saturday,Acnes ,April,Naivas 
Naivas Juja,26/04/2025,Acnes Multi Vimani Cleanser,2,Saturday,Acnes ,April,Naivas 
Naivas Juja,26/04/2025,Acnes Care Kit,1,Saturday,Acnes ,April,Naivas 
Naivas Juja,26/04/2025,Acnes Sealing Gel,1,Saturday,Acnes ,April,Naivas 
Carrefour Two Rivers,26/04/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,26/04/2025,Acnes Mentholatum Bar Soap,2,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,26/04/2025,Acnes Scar Care,2,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,26/04/2025,Acnes Soothing Toner,2,Saturday,Acnes ,April,Carrefour 
Carrefour Two Rivers,26/04/2025,Acnes Sealing Gel,1,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,26/04/2025,Acnes Creamy Wash 50G,2,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,26/04/2025,Acnes Mentholatum Bar Soap,1,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,26/04/2025,Acnes Scar Care,3,Saturday,Acnes ,April,Carrefour 
Carrefour Rongai,26/04/2025,Acnes Sealing Gel,2,Saturday,Acnes ,April,Carrefour 
Naivas Westlands,26/04/2025,Acnes Creamy Wash 50G,1,Saturday,Acnes ,April,Naivas 
Naivas Westlands,26/04/2025,Acnes Mentholatum Bar Soap,3,Saturday,Acnes ,April,Naivas 
Naivas Westlands,26/04/2025,Acnes Moisturiser,2,Saturday,Acnes ,April,Naivas 
Naivas Westlands,26/04/2025,Acnes Scar Care,1,Saturday,Acnes ,April,Naivas 
Naivas Westlands,26/04/2025,Acnes Multi Vimani Cleanser,1,Saturday,Acnes ,April,Naivas 
Naivas Buruburu,27/04/2025,Acnes Creamy Was 100G,1,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,27/04/2025,Acnes Creamy Wash 50G,2,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,27/04/2025,Acnes Mentholatum Bar Soap,3,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,27/04/2025,Acnes Moisturiser,1,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,27/04/2025,Acnes Scar Care,1,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,27/04/2025,Acnes Soothing Toner,2,Sunday,Acnes ,April,Naivas 
Naivas Buruburu,27/04/2025,Acnes Care Kit,2,Sunday,Acnes ,April,Naivas 
Naivas Juja,27/04/2025,Acnes Creamy Was 100G,1,Sunday,Acnes ,April,Naivas 
Naivas Juja,27/04/2025,Acnes Creamy Wash 50G,1,Sunday,Acnes ,April,Naivas 
Naivas Juja,27/04/2025,Acnes Moisturiser,2,Sunday,Acnes ,April,Naivas 
Naivas Juja,27/04/2025,Acnes Scar Care,1,Sunday,Acnes ,April,Naivas 
Naivas Juja,27/04/2025,Acnes Soothing Toner,1,Sunday,Acnes ,April,Naivas 
Naivas Juja,27/04/2025,Acnes Multi Vimani Cleanser,1,Sunday,Acnes ,April,Naivas 
Naivas Juja,27/04/2025,Acnes Sealing Gel,1,Sunday,Acnes ,April,Naivas 
Naivas Likoni,27/04/2025,Acnes Creamy Wash 50G,3,Sunday,Acnes ,April,Naivas 
Naivas Likoni,27/04/2025,Acnes Mentholatum Bar Soap,3,Sunday,Acnes ,April,Naivas 
Naivas Likoni,27/04/2025,Acnes Moisturiser,2,Sunday,Acnes ,April,Naivas 
Naivas Likoni,27/04/2025,Acnes Multi Vimani Cleanser,2,Sunday,Acnes ,April,Naivas 
Naivas Likoni,27/04/2025,Acnes Care Kit,1,Sunday,Acnes ,April,Naivas 
Naivas Likoni,27/04/2025,Acnes Sealing Gel,2,Sunday,Acnes ,April,Naivas 
